name,steam_appid
Horrors of the North,1895220
Surfwords,2164740
A Thousand Years,1147090
Department of the Devil,2124040
Fading Light VR: Antiworld,2172980
fig.,2133590
Kanji RPG,2177020
TOGUM,1105960
MIGHT'N MOW'EM: CO-OP SURVIVORS ONLINE,1969100
I See Red,1594460
PHOBOS Project,2014650
Age of Heroes: The Beginning,2173200
Snipe Hunt,1975370
The Thing at the Window,1135560
Ace Pilot Europe,2159230
Step By Step Hero,2171530
Beat Blitz,2051540
Girls slap,2139480
Daemonum,2176540
The Van Game,2081860
Covid Carl,1881160
FukTopia 4,2143740
SO BELOW,2140700
The Demon Within Me,2167750
Sacrifice Your Friends,1050160
Dark Past,1876030
Pressure Within,2174840
Virtual Virtual Reality 2,1870630
KAIJU MONSTER VR,1748910
ClayTown Horror Part One,1771780
Hajis هاجس,1928670
Yomawari: Lost in the Dark,1998330
FIND YOUR WINGS,1992110
Broken In Time,2174710
SIMULACRA 3,1925970
Garbage Pail Kids: Mad Mike and the Quest for Stale Gum,1897630
Jousting VR,1760300
Ailin: Traps and Treasures,2083630
Victoria 3,529340
"EL PASO, NIGHTMARE",2154820
"Cult, Chapter One",2170450
Miraculous: Rise of the Sphinx,1740660
My Big Sister: Remastered,2118540
Murder Is Game Over,1940090
Click For Points,2159370
Ultrawings 2,1485140
The Pinball Wizard,2101800
The Unluckiest Man,2140900
Come See My Hole,1902650
Jewel Match Twilight 2,2177550
Paper Cut Mansion,1004370
Resident Evil Village Gold Edition,
Jewel Match Twilight,2177540
Sackboy™: A Big Adventure,1599660
SIGNALIS,1262350
Hidden Dungeon Top-Down 3D,2182850
Asterix & Obelix XXXL : The Ram From Hibernia,1894730
Loser's Romance,2175040
Panic Porcupine,1820570
VR Dragon Flight,2142220
A Crown of Sorcery and Steel,1898790
dot TANKI,2138960
Perfect Inventory - Organization Puzzle,2183940
"Good Night, Peregrine",2181990
Aldebaran Legend,1865650
Pocket Witch,2167040
The Siege of Brimir,1990980
Horse Club™ Adventures 2: Hazelwood Stories,1937570
The Witch's House,2183860
The Shadow People,2166610
Miss Kobayashi's Dragon Maid Burst Forth!! Choro-gon☆Breath DIRECTOR'S CUT,2086380
Robotry!,1461930
USAC: Code Breach,1886070
JaDa Fishin',2173380
Case Files: The Death of Paulette Williams,1939640
The Villager and the Werewolf - A jigsaw puzzle tale,2157100
Keeper of the Keys,2181880
Ancient Islands,1840730
Gallery : Moa's Room,2170170
Bunny Box Breakout,1863940
Soulslinger,2154570
Temple of Horror,2109700
Beasts Shall Rise,963720
Fix My Hand Doc,2148740
Assassin's Vol.,2096790
Jump Ball,2141640
Artifacts of Eyru,2058220
Cursed 3,2110460
To Eternity,2128630
Dancing Hime: Rhythm Matching,2057490
Rhythm Stones,2175450
青鳥樂園 Blue Bird Land EP.2 下篇,1803570
青鳥樂園 Blue Bird Land EP.1 上篇,1498290
MetaMorphic Rippers,2175170
Remy Raccoon and the Lost Temple - Halloween Hijinks (Volume 2),2152360
DobbyxEscape: Halloween Adventure,2183380
Junkyard Fury 2,2077990
The Adventures of Snacky,2143390
Final Beacon,2170320
Ghost of Dragon,1300920
Into The Abyss,1737460
Stonegeon 迷石地牢,1971330
VOIDCRISIS,1817560
Frog Detective 3: Corruption at Cowboy County,1171320
Find Me In The Maze,2110520
Illumina Girls,2181730
Park Rangers of The Undead,1701760
Outer Darkness,1942300
Not Alone: Remake,2099420
Blackjack at Carrot,2143700
Asha,1786130
Titanium Hound,1691620
HorrorBox,2129950
The Bad Son,1900300
Grimstar: Prequel,1631250
Mosaique Neko Waifus 5,2165610
Pursuit of Power® 2 : The Chaos Dimension,546120
I'm Late,2169230
Grey Block,1821070
Relayer Advanced,1856750
STELLABITS,2123530
Call of Duty®,1938090
Call of Duty®: Modern Warfare® II,1962660
Resident Evil Re:Verse,1236300
NSG,2151430
Retro Racers,2182920
ALPHA-NIGHTHAWK,2051100
Starchild Velta and loadtosky,1909740
Jotunn - Day of Judgement,2171830
BOT.vinnik Chess: Prodigies,2179030
Square Farm,1830450
Revenants: Spirit & Mind,1565060
Hidden Shapes Animals - VR,2063450
Stranded B,1439070
Alec Adventure,1754300
Welcome To The Backrooms,2007010
Chilljong,2128710
Hellway,2053250
RealFlight Evolution,2069310
LiveScream,1776080
Tilecraft,2164880
SuperTotalCarnage!,2118580
STAR OCEAN THE DIVINE FORCE,1776380
Arkanoid - Eternal Battle,1717270
SGS Korean War,1933820
Nekomew's Nightmares,1893020
Undead Under Night Rain,1957010
Orbtangle,2166420
Dark City: International Intrigue Collector's Edition,2186610
A Walk With My Dog,1566550
CESSPOOL,1394030
SOWON,2104560
Machine Gun Fury,1901990
Ankora: Lost Days - Prologue,2165370
Bones of Halloween,2166310
Graviton - The Great Sand Simulator,2137280
Package Rush,1972400
Live by the Sword: Tactics,1363210
Slayer Of Sin,2155650
SPACE DUDES vs ALIEN DUDES,2179650
Astral Flux,1757920
Actua Ice Hockey,2152710
BIAS,1631140
Lost Amulets: Four Guardians,2184970
Rocket Inc,2179470
Dashpong,1729250
Charon's Staircase,1714920
Vade Retro : Exorcist,1931950
Al-Ankabut - The Spider,1714500
Reborn VR,2089520
Gladius | Gladiator VR Sword fighting,556640
Barji Kart,2100980
Utomah,2076840
The Levels of Backrooms,2115140
GENIUS VS ANTICHRIST 1,1936700
Girls vs Zombies,2090050
For What Will Come,2058970
FAREWELL SEN,2025650
The Classrooms,2099110
Maximum Velocity,1912900
The Backrooms,1825160
Stockwrk7,743770
My House Is Haunted,2129140
Fall For You,1799730
Brain Syndrome VR,2059550
AdventureQuest 3D,429790
Another Reigny Day,882860
Albert Innovation,1948620
Catch Me If You Can,839330
SAVE THE EARTH,2181350
Whispering Abyss,2080930
Dungeonoid,2153000
Saturn Quest: R. U. N. E. 3000,2170760
Magic Axolotl,2150700
Death Bowl,2002250
Vajont VR,2109440
War Of Gold 2 Mission 99,2180980
KaRu,1834000
NecroBoy : Path to Evilship,1628890
Rose City Revenge: The Beginning,2096300
Flappy Bat 2,2159280
Waking Knightmare,2128360
Roost,2161000
SKULL CHAINZ,1705150
March to a Million,1952160
8-Bit Farm,2074810
World Cruise Story,2019360
POPTANK,2054820
Camouflet,2155720
"Add and Multiply, Math Tower 2",2091830
Nodrog's Fortress,1753380
Scelestum,1704920
Vacuum Pilot,1677570
PAL,2174080
Detective Agency Gray Tie - Collector's Edition,2179350
Coin Cascade,2145260
A Spooky Teaparty,714520
Moshcave,1838600
Tkium Underground,2158880
Bone's Cafe,1739070
Sky Captain's Return,1991340
Leave a Light,2014950
Deliver Us From Evil (DUFE) - Masquerade,1963990
The Extraterrestrials Museum of Earth Exploration,2176040
Out of Ore,2009350
Hitstream,2056910
Vintage Records from Hell,1981000
NekoNecro,2096580
Each Other,2170090
Inspector Detective: Private Eye,1734900
Hype Prototype,1694550
DREAMWILD,2168450
Spooky Halloween in the Voxel World (Remake),2158850
TBoF (The Book of Fredley),2151830
Super Lone Survivor,1907440
If Fusion Were That Easy,1439310
Aftertime,2091520
The Temple Of,1587770
Pot Breaker,2144110
The Hunter's Journals - Wight Chapel Dreams,2084250
Reality Noclip: The Backrooms,2177610
Soul Harvest,425260
Book of Coin,1491920
Space Cheetah Hyper Runner,2158050
Interrogation Simulator,2059480
It's Kooky,1842050
Near Sol,1401110
Where is Earth?,1798270
rotatePDF: A Corporate Tale,2121370
AevumCore,2163710
Justice For All,2170910
Rainy Butcher,2057970
Dark Nights,2143340
Far Away Horse,1624560
Meliora,1911090
Touhou SouzinengiV -The Genius of Sappheiros-,2101110
Dots in line,2182240
Detective tales: A Study in Scarlet,2127550
Primordial Pain,2181000
I live under your house.,2105660
It's Locked,2163680
The Nameless,2113030
Peak Darkness,1475330
The Silent Huntress,2121480
Age of Jura,1643820
XanChuchamel,2063990
Spliced,2117190
Awakening of Legend,1983120
Space Bunny Explorers,2067720
Petrified,1865260
Shanubis,2178970
HVS: Hitler VS Stalin - Battle Of Moscow,2136380
Match Match Mania!,1354270
What They Don't Sea,2152030
Eternal Evil,1673630
Odd Woods,2175700
Pokaban,1937170
Piranha,2182530
Future Mirror,2002200
The Experiment,2177530
Patty Pepperton in The Pumpkin Patch,2179130
FRAIM - Survival Rhythm Aim Trainer,2138290
Missile Command: Recharged,2114990
Fairyside,2174600
Lonesome Village,1418360
For a Vast Future,1544000
Plot of the Druid,1108170
Lenny Loosejocks in Space,1967390
Super Crazy Chickens,2180830
KICK MASTER,2183770
Peek a Boo,2187740
wurdweb,2185880
RX Racing 2022 Pro,2125720
Cube Dodge,2182710
Under The Shack,2159020
Signal & Echo: Iris is Missing (demo),2128530
PIP 6,2190270
The Past Within,1515210
WORDKOUR,2190950
Mauri Mursu's Hangover,1522570
Paradiddle,685240
Spellbook Demonslayers,2007530
Depths of Sanity,848080
Boxman Adventures,2012990
Operation: Pinkeye,1619820
Nameless - The Departed Cycle,2142810
CHAQS,2183200
Routemania,2162350
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,1492730
Chonky - From Breakfast to Domination,2057110
Faith,1729290
Holiday Jigsaw Valentine's day,1859120
Shatter Remastered Deluxe,1937230
Girbal,1934650
Skate Rift,2103940
Little Hellions,2104110
This is Hell,2157130
Scurvy Dogs,2178170
ReThink 4,1436410
The Hideaway,2116980
LEGO® Star Wars™: The Skywalker Saga Galactic Edition,
WRC Generations – The FIA WRC Official Game,1953520
Here to There,924420
Blocks Tracks Trains,2190250
Amazing Machines,1962090
Valor,1694310
Hero Z TPS,2187640
The Entropy Centre,1730590
Poly Parkour,2125880
Impasto,1908240
Pathogen: Survival,2084510
Malice,1799220
Sliiide!,2006340
Wash Card,2095150
Black Emperor,2181750
PUPPETEERS,1734540
Super Indiemania,1977270
Budgie Genetics Simulator,2138920
TheCube,2172950
Dark Maidens,2099150
Wandering Duelist,2111470
TFM: The First Men,700820
Lighten Up,2163790
GOAL! The Club Manager,1252000
Taxi Taxi Sim,2156270
"Honey, I Joined a Cult",841190
Ghost Song,347800
Darkness Reborn,2186740
Kingshunt,922620
Chip Off The Ol' Stumbling Block,2110990
Eschaton,1951940
How to Say Goodbye,1709700
The Chant,1577250
Cat Herder,2083180
Outshine,1288410
Checkered Flag,2186090
CAMPING,2181230
Skycliffs,1888200
Degen Royale,2156070
Shin Galaxy - Alpha War,2135780
TYKEN,2182870
Me With Me,2181710
Kaiser,2186100
Boot Camp Endless Runner,2170960
Waifu Museum,2188910
Angelic Wishes,2188920
Off to Sleep,2125300
Christmas Wonderland 4,2172920
Ghost Village,2185810
Poly Memory: Dinosaurs,2190280
Decopins -Asset Fighters Series-,2130440
Dan's Odyssey,2182170
Candle Prick,1920700
Arth Island,1987280
Silver Nornir,2065570
Classical Music Minesweeper,2168820
Perish Song,1742600
world of motors 2,2128010
Pengreens,2178280
Seasons of the Sorcerer,1821110
AI: Art Impostor,2154230
Talon City: Death from Above,2114070
Space Tail: Every Journey Leads Home,1975660
Pirated Code: Admin Edition,1704250
Horse Tales: Emerald Valley Ranch,1474740
Desperate: Vladivostok,1832070
Boat Builder: Andy's Story,2182570
A Walk With Yiayia,1629940
From Space,1502190
Kartoffl,1574510
DarKnot,1371560
Laika,1604180
RichBroker,2124240
RoboCo,1067220
Sector Sweep,918780
Fast or Dead VR,2122840
Dragon Evo,1808620
Neko Match,1095460
Hansel And Gretel,2082950
Monster Cube,2184740
Wild Castle,1034170
Senet,2094480
Froggie,1965610
SURVIVAL IN THE BACKROOMS,2184110
HerrAnwalt: Lawyers Legacy,2179290
伏魔天师,2114500
Valand,2006390
Espresso Tycoon Prologue: Underwater,1904980
ARCADE VS PLAYER,2183780
The Legend Of Tiger And Phoenix,2187840
I wanna go home,1728430
Angry Angus,2091530
Archmage Ricka,1981500
Puzzline,2088670
Bratz™: Flaunt your fashion,2088340
Mission: Aliens,2189750
Ambushed,1968300
Minesweeper Arcade,2187850
Spintales,2001800
Scare Girl,2161810
King Of Water,2142370
Breadsticks,2173570
Maestro VR,1327920
Skullborn,1841200
No men in this house,2099030
Prime Horror II,2117420
Amok Runner,2077650
Walk While My Grandmother Plays The Piano,2176940
The Music Trivia Challenge,2182930
I commissioned some bees 9,2173880
Digit Factory,2166120
Cyberpoly,1987330
Drunk: Relapsed,2101480
Save the Queen,2188470
Keep Me Posted,2164970
Five Nights At Furry's,2180750
Ladder Larry,1926330
Running Fable,787920
Repetendium,2055500
Uproot,2178780
Bitter Belief,2163760
Doors: Paradox,1622770
HARVESTELLA,1816300
Book Travelers: A Victorian Story Collector's Edition,2193500
Juno 06,1886270
Broilers,1562780
Dwarf Star,2159440
Soulstone Survivors,2066020
PUTRID SHOT ULTRA,2053360
Bargain Platformer,2162970
Gabenwood: 99 Hidden Bucks,2103710
Ruins,2156590
奇克八号盲目发射 Blind No.8 Chick Shoot,2185490
Drive West Coast,2184640
Island Defender Jets,2160340
VOID,2146960
Davey,1928350
The In Between,2086980
IronKnight,2191530
Mr. White,2138790
Everest Truck Simulator,2139690
Mythicard,1393460
Assassins Guild,2182020
Cozy Corner,2177320
VR Run,2162150
Zombie Survivors,1690650
CampNight,2175510
Suzu & Mari's Adventure 2 ~ lost colors and golden bells ~,2143840
Space Shrooms RollPlay,1898630
Lilith Odyssey,1450800
Bunny Hop : Eggstreme,1954100
Kowloon High-School Chronicle,1053390
Crystalreach Islands,1683870
Barren Depths,2196100
External-Dimension: Mainframe,1805990
Journey To Destiny,1890820
A Castle Full of Cats,2070550
Polyion,1838980
Once Upon a Jester,1668190
Super DynoStory,2126620
Path of Kami: Journey Begins,1558840
Championship Wrestling Promoter,1918440
Ultimate Waifu Battle Online,1621000
WEAPONEER,2190880
Christmas Fever!,2178470
Invercity,1943370
NEOGEO POCKET COLOR SELECTION Vol.2,1983850
Alice with Gatling,2155710
Goat's Tale 2,2065630
Aswang Detective: The Case of New York,2197170
Guardian of the jungle,2107650
Underground Sheriff,2157410
Mess Quest,2113490
Cocktail Rush,2193580
The Tower,2162390
Feathered Run: Worlds,2189370
Masarada Town Story,2168490
Bizarr Adventure,2171450
CHARGED: RC Racing,2196680
DrugRunner,2197000
Super Clown 3: Revenge,2192650
Farmhand Go!,2080880
Sonic Frontiers,1237320
Space Bot,2123110
Dice Roller VR,2072620
In The Rural Village of Nagoro,2168600
Arpsic,1713340
Lost Between the Lines,2175490
Ghost Puncher,1838780
Nature Escapes,2095100
Cat Herders: Couch Coop Cat Corralling!,2183920
Timewreck Tales: A Rogue RPG,1734370
Couroland,2172760
Spells and Fellas,1372430
Great Pilots,2146550
Ringlorn Saga,2135990
Medieval Fantasy Survival Simulator 2: Gladiator Edition,1932280
Astro Colony,1614550
MotoX,1787800
NiGHT SIGNAL,1093840
Cybercontrol,2186460
Xeno Command,2115650
Monster Hunters: Frost Giant,2193990
TRUE SKATE™,1958240
Little Devil,2191180
Operation Satoshi [Early Version Alpha],2135380
Escape From Zombies,2182770
Memory Hunters,2015280
Dark Mist,2069350
Beam Cat,2190080
Winter Falling: Battle Tactics,1285060
The Heart Defenders,2172660
Cobra Kai 2: Dojos Rising,1681870
Franchise Hockey Manager 9,1937470
VR Painting: Time,2190500
Kaiju Klash,2112500
the hardest game in the universe 2,1792700
A Little to the Left,1629520
The Letter: Classic Edition,2120410
Meowjiro,2157340
SEARCH ALL - MICE,2164610
SEARCH ALL - BUDS,2166630
Funplace: After Hours,2193170
Electrocop,2187670
Urban Night Battle Girl,2183590
Fabular: Once Upon a Spacetime,645720
Kitsu's Destiny,1589290
Garfield Lasagna Party,2008410
Lunistice,1701800
A Path to the Princess,2191370
机械兽：进化（Mechanical beast: Evolution）,2122490
Pro Basketball Manager 2023,1875310
Skystrike: Wings of Justice,1975550
Shadow of the Guild,1767250
GrassGames Hearts 3,2196300
impossiBot,2006700
Advent Calendar: Puzzle Edition,2005410
HyperLeague Heroes,1846030
Zarlor Mercenary,2186130
Christmas Wonderland 5,2153800
Lila's Tale and the Hidden Forest,1622040
Daydream Mosaics 3: Shards Of Hope,1943070
Pipeline Panic,2096630
Agelast,2174620
Early Worm,2186140
Space Ranger: First Meet,2192660
Common'hood,962090
Memetric: Classic,1915010
Different Strokes,2102020
Summoners War: Chronicles,2167580
Astrofall,2121590
Mining Copper,2197500
Freddy Frog 2,2201160
Shinonome,1977910
Idle Hamburgers Save the World,2194410
Tumble Toys: Aviation,1928210
Single Player: Horror,2105670
Hats and Hand Grenades,1257800
Imprisoned Hyperion,1617890
Crossroads: Escaping the Dark Collector's Edition,2201340
Return the Backrooms,1879030
Rainbow Heights Academy: Year 1,2100460
Stunts Contest Monster Car,2157450
Infinity Pinball,2099910
Insomnia,2148240
Spirits of Baciu - Prologue,2143930
A hundred kinds of your smile,2179060
OVERTOP,2081220
Lords and Villeins,1287530
Among Us VR,1849900
Anglerfish,1613670
Alkali,1968790
This Way Madness Lies,1318970
Wild Terra 2: New Lands,1134700
Police Simulator: Patrol Officers,997010
Atari 50: The Anniversary Celebration,1919470
琳琳,2169800
Beach Runner,2190410
ALIVE,1269080
Escape First Alchemist: Prologue,2176190
RainyCloud,1343230
Sokobear: Cave,1907820
Investigation Stories : windsound,1918710
Seasons,1987350
11111Game,1910370
Paper Flight - Speed Rush,2005400
icosi-do,2072540
Yum Yum Cookstar,1827430
Lilium,1926180
Nyanco Impact,2191670
Speed Up,2189690
SU!,2183830
Magnet Block,2092660
HAITENAI RPG,1975340
"Run Foxy, Run!",2151150
SPEEDRUNNER,2193690
Seaberry Keep,2150760
THE LAST SCAPE,2175900
Find The Key,2195200
Titan Station,1881120
Space Menace,2000040
She Who Rises,2188480
Escape From This Planet,2189110
iO Inner Self - The Lava Planet VR,2178180
Fairy Girl,2182450
Tactics Ogre: Reborn,1451090
The Ninja,2192240
Master Of Squad,1784820
Dreams of Pain,1976240
Link The Cubes,1972200
Cavatus,1499710
VALKYRIE ELYSIUM,1963210
Aurora Chronicles,1692030
Super Jumpy Ball,2159350
Playtime with Hoogie,1908730
The Archipelago,2169730
AntiShatter,2097200
Escape From Ithara,2176730
Gunvein,2025840
Shadows Over Loathing,1939160
Notebook Entries Vol. 1,1865510
Candy Maid,2196380
Cherry Lady,2196370
PESTICIDE,2191920
Cold Way,2091750
The Most Awesome Game Ever Made,2128220
The Reaper Survivors,2102330
Bud Farm Idle Tycoon,1998140
Dungeoneers,1346460
Swarmed: Nuts & Bolts - Non-VR,2184200
Parlor,2146730
Slime Ranger Sokoban,2161120
Bandit Realms,2136620
Bravery and Greed,943370
Krusenstern: A Stellar Sail,2193270
Orcen Axe,2139800
Maruja Mallo,2188180
Heavy Lies the Crown,2188490
Rubble,2150530
Enemy at the Gates:The Invincible Sword,2202720
EDENGATE: The Edge of Life,1414650
Floodland,1336180
Transliminal: Beyond The Backrooms,2176070
Maintenance Safety (Pipes and Acids) VR Training,2196930
Load Slinging VR Training,2196950
Path,2091190
Immortelle,2020950
The Lost Castle: Escape Room,2195060
ALLON3,2190420
The Stone Cutter and the Mountain Spirit,2065200
Blue Lightning,2193010
SpaceFantasy~AnonymousHero~,2149520
Royal Romances: Battle of the Woods Collector's Edition,2203350
Anime Catgirl Runner,1504350
Age of Pyramids,2192750
Bound By Blades,973070
Touhou: Dreamland of Infinity,1929900
Cluppets,2194950
Thy Creature,1603720
Hidden Harbor 2 Top-Down 3D,2204970
I Fought the Lawn,2181480
Bendy and the Dark Revival,1063660
HatMania,1839050
Pentiment,1205520
JR EAST Train Simulator,2111630
风暴行动,2167790
VR Solo Noble(Peg solitaire),2185890
VR World of Pandas,2185900
For Sparta,1867790
WWII Tanks: Forgotten Battles,2126500
Somerville,1671410
Poker Quest: Swords and Spades,1184820
circloO,2195630
Pixel Gangsters: Mafia Manager,1985350
Stickman's Arena,2172190
MindHunt,2155010
Leviathan: An Interactive Comic Book,2128390
TERRACOTTA,748020
We Who Are About To Die,973230
Throw Wizard,2169250
McPixel 3,1338580
Arcane Waters,1266340
Light of Life,1868310
Flat Eye,1358840
14 Minesweeper Variants,1865060
The Bible,2167220
PRODUCER 2021,1667320
Watashi Suzume,1876240
Demonheart: The Ice Demon,1711620
The Oregon Trail,2013360
Tank Warz!,707950
tiltfire,1971930
Ranger Danger,2181980
Kitty May Cry,2123100
Extermination Cars Stadium,2147260
Bleeding Abyss,1931200
Elite Forces,2112580
Sanae Toumaden X2,1741030
Daddy,2177030
LECTRO,1887340
Magic Bubbles,2163890
Super Choppy Orc,2105000
Oceans,1945310
Vacation Paradise: France Collector's Edition,2205470
Natsukiri－Summer Vacation At Kirishima House,2154800
GOODBYE WORLD,1833490
Monochrome Mobius: Rights and Wrongs Forgotten,1962430
Cardfight!! Vanguard Dear Days,1881420
IN THE BUILDING: CATS,2203730
Hallowed Pumpkins,2195560
怯懦 Cowardice,1955100
Idle Monster TD: Evolved,1887930
Up & Away,2158710
Tanks Logic,2205500
Viking Heroes 3,2134640
The Forest of Drizzling Rain,2106810
Cluster Fly,2201830
Laruaville 13 Match 3 Puzzle,2199380
Chess Royale,2197600
RWBY: Arrowfell,1982150
Mr. Healer,2132460
New Hire,2189930
Tad the Lost Explorer,1966690
Clad in Iron Chincha Islands 1866,2196170
For Runner Night,1886440
AN IOU,2052140
Castle Defense Battles,2196150
Paradise Tomb,2173860
cat and rat,2214950
Realms VR,1624600
HUDDAM,2190900
The Night Of The Penanggalan,2152290
Mini Putt,1965260
Duck Race,2152420
Just Power: The Papal States,1909370
Word,2151420
Hell O Corn,2189230
Equinox,2188430
Gore Screaming Show,2182690
Enemy at the Gates:Commander,2171600
IMPOSSIBALL,2199000
The Sports Trivia Challenge,2182970
Ruza,2177620
Sakura Sunshine,1821690
A Clockwork Ley-Line: Flowers Falling in the Morning Mist,2138010
Astral Shipwright,1728180
Silver Blue,1641250
Tower Numbers,2141720
Hold or Die,2097900
XP Soccer,2013580
The Ranger: A Skyhopper Tale,2200900
Sliding Puzzle Deluxe The Classic,2205490
Demolition Pro Online,823230
My Fantastic Ranch: Unicorns & Dragons,1949100
Undercover - Blood Bonds,2193410
Nobody - The Turnaround,1810580
NONOGRAM - KAWAII CUTIES 2nd,2188660
The Hotel,2134970
Run Run Boy,2157440
Liminus: The Silent Guard,1998250
Sunset Routes,2074480
I'll save the world of harem - Isekai Harem Saver -,2170240
Fatal Blade,1881440
TCM RACING 2,1210540
Scared Tube,2007700
ROCPAIN: Rock Paper Scissors,2194910
Timeloop: Sink Again Beach,2094750
Stealth,2168090
Cardlike,1580500
Hidden Shapes - Cat Realm,2143290
Streamers' Secret Life,2064090
Revenge of the Killer Octopus,1906640
Call of Duty®: Warzone™,1962663
Candice DeBébé's Tantalising Tricks,2166540
Naval Hurricane,1738890
Car Parking,2202880
Dark Sweeper,2186940
Lost Hammer,2167890
Puny BOB,2167900
Starsand,1380220
Battle Robots,2204940
Self gunsbase 2D History Shooter,1393560
Stronghold’s Dungeon,1954930
Throbax TD,341570
Torii,1589680
Trippy Tavern,2025000
Extinction Eclipse,1961250
Carpe Diem Project,2179790
Oakenfold,1494450
Crysis 3 Remastered,2096610
Crysis 2 Remastered,2096600
Frozen Flame,715400
Naval Battle Online,2194670
171,1269370
Chompy Chomp Chomp Party,1479850
HellRazor64,2196140
Sunny Memories,2204720
Green Garden,2204710
Odania Sports Arena,2177940
Gates of Zendocon,2190740
Christmas Wonderland 6,2182580
Sins From Magdala,2111490
Poly Shoot,2187190
Chain Detonation,2193130
Manav,2204410
TuHou Remilia - Begin Of Scarlet Family,2200700
No Random Novels,2144530
VR Basketball Sweetie,2133070
Blue Funk,2187030
Jet Dancer,2084470
Muse&Barbarian,2115400
Acid Puzzle,2189490
Ease Out,2191270
The Dark Pictures Anthology: The Devil in Me,1567020
Mine Upgrade,1778380
Terra Flame,1921840
Zombie Vampires,1813330
LONN,1107340
laf the game,2201450
WHAT THE BAT?,2012100
I commissioned some bees 10,2173890
Broken Edge,1947070
Dolmenjord - Viking Islands,1899950
Over-Run (The Day The World Ended),2102870
IceLine,2157860
Furious Sword,2202890
Reflections of Life: Spindle of Fate Collector's Edition,2214020
Angels Bleeding,2154990
Abyss Protection,1688520
Marvel’s Spider-Man: Miles Morales,1817190
The Pier Arcade,2093540
FERD,2057830
Metal Miners,1870670
Sokobear: Autumn,1775720
Sokobear: Summer,1907810
Sokobear: Spring,1907800
Sokobear: Goo,1907830
Cymut X Mutrobo RPG,2193670
Epic Princess,2195670
Dead on Arrival: Remastered,2180070
Talent Club ~ Match 3 Puzzle,2183230
Show Ball: Tiger Life,2206180
Cyber Skirmish,2199810
Crazy Drift,2166990
Electrical Safety VR Training,2187560
Escape Halloween Forest,1774110
Body. Electric.,2140460
Senli 307,2192520
Asmodeus's Hell: Devil in the Sunshine State,1943230
Castle Of Secrets: Prologue,2197160
Myasoid,2207040
Halt,2206680
King Smash,2206700
Tankron,2121130
BYTE FYTE (MULTIPLAYER),2211190
My Furry Maid 🐾,1977050
Avani,2103070
Moto Trophy VR,2135740
Medal of Guardians,2088170
Spy Robot: Gateways To Humanity,1834640
UFO No!,2182940
CRUMB Circuit Simulator,2198800
Witchpunk,2205950
Mikaira (Archived),2069480
Target React Force,2140410
Slav or Not,1900410
DIVINITY,2158820
Hoshizora no Memoria -Eternal Heart- HD,2138000
Lost Marbles,966190
Tales of Therapy,2184180
Bingus: My Beloved,1708990
Dead Beacon,2111040
Cards with Personalities,2147020
Null G,2204960
Everdine - A Lost Girl's Tale,1687710
Amber Time Pocket [RPG],2212200
Police Transporter Simulator,2156280
Dwarfer,2206450
GasZilla,2206480
"Run, Doodleguy!",1618580
Ravyne,2141900
Sky Haven Tycoon - Airport Simulator,674090
ClinkClink Tag Game,2198110
MMI,2086570
Bewells,2207690
Spartacus: Born to be free,2196770
PERCNOPS VIRTUAL RIG,2106390
Hatsune Miku Logic Paint S,2089350
Gray,2196440
S.T.A.R Space Typing Action Rangers,2188010
Desktop Farm Remastered,2159520
Headz Go Racing,2105760
POG X,2209800
PIP L,2209810
Furry Killer,2206460
Geolosys,2206570
Gravity Magician,2206580
My Darkest Witch,2207120
Nanali in another world,2207060
Tiny Onion Knight,2207100
Many Minigames,2160500
BALLDVENTURE,2204450
Evil West,1065310
Please Be Happy,844670
Follow The Crown,2181830
VTuber Connect,2185290
Talesworth Adventure: The Lost Artifacts,2179100
Climber: Sky is the Limit,1231840
See Ya Later!,2208950
SGS Okinawa,2128770
Orbital Clash,2155460
MeMoMi,2094760
TOKKI,2154000
Lims,2210410
Morendo,2168870
Cats and the Other Lives,1360390
Bright Sudoku,2181340
The shelter of patient,2188820
Death in the Night,2093270
Once in a Blue Moon,2177810
Animeahikoaprinceaverse A2-Aver.Aza14122024Aza: A Micro Prince Aoi Adizon Anihonhiko & A Micro Princess A,2211780
Lab Inspect,2206720
Stolen Dolls,2207080
Power Driver,2207110
My Soul Forever,2207050
Virago: Herstory,2215180
Sweet Holiday Jigsaws: Trick or Treat,2167930
Puzzle Pieces 5: Fairy Ring,2164580
Touch the Balls VR,2181820
Mystic Forest,2189910
Deep Dungeon,2150180
War Robots: Frontiers,1491000
Rush Rally 3,2020860
The Indigo Parallel,1550870
SnekMP,2211660
Videopac Collection 1,2193100
Christmas Wonderland 7,2183960
Fairy Biography2：Confidante,2172510
Zodiac fantasy 2,2116890
- Mischief Dungeon Life - 異世界転生した俺のイタズラダンジョンライフ Satsuki Edition,2184410
- Mischief Dungeon Life - 異世界転生した俺のイタズラダンジョンライフ　AshaEdition,2184400
- Mischief Dungeon Life - 異世界転生した俺のイタズラダンジョンライフ Janice Edition,2184420
- Mischief Dungeon Life - 異世界転生した俺のイタズラダンジョンライフ Dorothy Edition,2184390
- Mischief Dungeon Life - 異世界転生した俺のイタズラダンジョンライフ　ClaraEdition,2177160
Rabbit Maze,2208390
Sotidrokhima,2201110
Meat Madness,1891430
